date,year,doy,plot,lai,se
2007-10-30,2007,303,H5,3.92,0.04
2007-10-30,2007,303,F5,2.36,0.16
2007-10-30,2007,303,E5,4.68,0.09
2007-10-30,2007,303,E4,2.79,0.03
2007-10-30,2007,303,E3,1.67,0.01
2007-10-30,2007,303,E2,1.75,0.01
2007-11-19,2007,323,D4,1.12,0.04
2007-11-19,2007,323,D5,1.18,0.02
2007-11-19,2007,323,C5,1.18,0.03
2007-11-19,2007,323,B4,1.13,0.06
2007-11-19,2007,323,A3,1.23,0.05
2007-11-19,2007,323,B3,1.47,0.09
2007-11-19,2007,323,C4,2.09,0.08
2007-11-19,2007,323,C3,1.57,0.04
2007-11-19,2007,323,D3,1.28,0.03
2007-11-19,2007,323,D2,1.21,0.02
2007-11-19,2007,323,C2,1.23,0.04
2007-11-19,2007,323,B2,1.34,0.17
2007-11-19,2007,323,A2,1.4,0.26
2007-11-19,2007,323,X5,2.57,0.26
2007-11-19,2007,323,X6,2.07,0.25
2007-11-19,2007,323,X3,1.41,0.17
2007-11-19,2007,323,X2,1.92,0.27
2007-11-19,2007,323,X1,2.47,0.27
2007-11-19,2007,323,A5,1.35,0.07
2007-11-19,2007,323,A4,1.04,0.05
2007-11-19,2007,323,B5,1.07,0.02
2007-11-19,2007,323,D1,1.67,0.07
2007-11-19,2007,323,C1,1.41,0.03
2007-11-19,2007,323,B1,1.42,0.11
2007-11-19,2007,323,A1,1.01,0.01
2007-11-19,2007,323,PAR,1.25,0.01
2007-11-19,2007,323,E1,1.86,0.11
2007-11-19,2007,323,H1,3.55,0.32
2007-11-19,2007,323,F1,3.36,0.35
2007-11-19,2007,323,G1,3.13,0.12
2007-11-19,2007,323,H2,3.78,0.03
2007-11-19,2007,323,G2,3.63,0.05
2007-11-19,2007,323,F2,2.04,0.04
2007-11-19,2007,323,F3,2.28,0.17
2007-11-19,2007,323,F4,2.07,0.01
2007-11-19,2007,323,G5,3.21,0.09
2007-11-19,2007,323,H5,3.54,0.05
2007-11-19,2007,323,F5,2.01,0.16
2007-11-19,2007,323,E5,4.17,0.11
2007-11-19,2007,323,E4,2.2,0.03
2007-11-19,2007,323,E3,1.33,0.01
2007-11-19,2007,323,E2,1.51,0.02
2007-12-13,2007,347,A2,1.28,0.13
2007-12-13,2007,347,B2,1.14,0.17
2007-12-13,2007,347,C2,1.2,0.06
2007-12-13,2007,347,D2,1.08,0.02
2007-12-13,2007,347,D1,1.42,0.06
2007-12-13,2007,347,C1,1.23,0.03
2007-12-13,2007,347,B1,1.28,0.09
2007-12-13,2007,347,A1,0.95,0.02
2007-12-13,2007,347,PAR,1.07,0.01
2007-12-13,2007,347,E1,1.62,0.11
2007-12-13,2007,347,H1,3.28,0.32
2007-12-13,2007,347,F1,2.97,0.37
2007-12-13,2007,347,G1,2.83,0.1
2007-12-13,2007,347,H2,3.58,0.04
2007-12-13,2007,347,G2,3.44,0.07
2007-12-13,2007,347,F2,2.02,0.04
2007-12-13,2007,347,F3,1.88,0.16
2007-12-13,2007,347,F4,1.79,0.02
2007-12-13,2007,347,G5,2.9,0.12
2007-12-13,2007,347,H5,3.46,0.05
2007-12-13,2007,347,F5,1.99,0.16
2007-12-13,2007,347,E5,3.81,0.12
2007-12-13,2007,347,E4,2.13,0.03
2007-12-13,2007,347,E3,1.13,0.02
2007-12-13,2007,347,E2,1.3,0.02
2007-12-13,2007,347,D3,1.03,0.01
2007-12-13,2007,347,C3,1.31,0.04
2007-12-13,2007,347,C4,1.72,0.08
2007-12-13,2007,347,B3,1.15,0.09
2007-12-13,2007,347,A3,1,0.03
2007-12-13,2007,347,X6,1.94,0.33
2007-12-13,2007,347,X5,2.32,0.27
2007-12-13,2007,347,X3,1.35,0.17
2007-12-13,2007,347,X2,1.42,0.2
2007-12-13,2007,347,X1,1.73,0.25
2007-12-13,2007,347,A5,0.89,0.08
2007-12-13,2007,347,A4,0.86,0.05
2007-12-13,2007,347,B4,1.01,0.01
2007-12-13,2007,347,B5,0.74,0.02
2007-12-13,2007,347,C5,0.99,0.02
2007-12-13,2007,347,D5,0.97,0
2007-12-13,2007,347,D4,1.06,0.01
2008-04-23,2008,114,VAN,1.46,0.01
2008-04-23,2008,114,E1,1.31,0.07
2008-04-23,2008,114,H1,3.12,0.3
2008-04-23,2008,114,F1,3.28,0.35
2008-04-23,2008,114,G1,2.82,0.06
2008-04-23,2008,114,H2,3.61,0.04
2008-04-23,2008,114,G2,3.38,0.08
2008-04-23,2008,114,F2,1.57,0.02
2008-04-23,2008,114,BOG,0.84,0.05
2008-04-23,2008,114,F4,1.69,0.01
2008-04-23,2008,114,G5,2.76,0.13
2008-04-23,2008,114,H5,3.24,0.03
2008-04-23,2008,114,F5,1.84,0.22
2008-04-23,2008,114,E5,3.6,0.14
2008-04-23,2008,114,E4,1.95,0.03
2008-04-23,2008,114,E3,0.95,0.01
2008-04-23,2008,114,F3,1.67,0.03
2008-04-23,2008,114,E2,1.13,0.02
2008-04-23,2008,114,D1,1.43,0.05
2008-04-23,2008,114,C1,1.13,0.02
2008-04-23,2008,114,B1,1.09,0.05
2008-04-23,2008,114,A1,0.85,0.01
2008-04-23,2008,114,A2,1.13,0.05
2008-04-23,2008,114,B2,1.01,0.06
2008-04-23,2008,114,C2,1.16,0.06
2008-04-23,2008,114,D2,0.99,0.02
2008-04-23,2008,114,D3,0.9,0.01
2008-04-23,2008,114,C3,1.24,0.03
2008-04-23,2008,114,B3,1,0.03
2008-04-23,2008,114,A3,0.93,0.02
2008-04-23,2008,114,B4,0.95,0.01
2008-04-23,2008,114,C4,1.69,0.04
2008-05-13,2008,134,E1,2.31,0.15
2008-05-13,2008,134,H1,4.02,0.31
2008-05-13,2008,134,F1,3.73,0.34
2008-05-13,2008,134,G1,3.29,0.12
2008-05-13,2008,134,H2,4.21,0.04
2008-05-13,2008,134,G2,4.19,0.1
2008-05-13,2008,134,F2,2.65,0.05
2008-05-13,2008,134,E3,1.91,0.03
2008-05-13,2008,134,F3,3.06,0.25
2008-05-13,2008,134,G5,3.58,0.07
2008-05-13,2008,134,H5,4.07,0.06
2008-05-13,2008,134,F4,2.45,0.02
2008-05-13,2008,134,F5,2.48,0.18
2008-05-13,2008,134,E5,4.17,0.13
2008-05-13,2008,134,E4,2.76,0.03
2008-05-13,2008,134,E2,2.03,0.02
2008-05-13,2008,134,A1,2.22,0.31
2008-05-13,2008,134,B1,2.27,0.13
2008-05-13,2008,134,C1,2.31,0.05
2008-05-13,2008,134,D1,2.16,0.05
2008-05-13,2008,134,D2,2.09,0.02
2008-05-13,2008,134,C2,2.3,0.12
2008-05-13,2008,134,B2,1.93,0.05
2008-05-13,2008,134,A2,2.39,0.18
2008-05-13,2008,134,A3,2.12,0.1
2008-05-13,2008,134,B4,2.25,0.09
2008-05-13,2008,134,B3,2.2,0.12
2008-05-13,2008,134,C3,2.37,0.05
2008-05-13,2008,134,D3,2.05,0.04
2008-05-29,2008,150,E1,3.84,0.16
2008-05-29,2008,150,PAR,4.26,0.1
2008-05-29,2008,150,H1,5.69,0.35
2008-05-29,2008,150,F1,4.65,0.33
2008-05-29,2008,150,G1,4.02,0.11
2008-05-29,2008,150,H2,4.85,0.05
2008-05-29,2008,150,G2,5.34,0.11
2008-05-29,2008,150,F2,4.21,0.08
2008-05-29,2008,150,E3,3.39,0.05
2008-05-29,2008,150,G4,2.32,0.17
2008-05-29,2008,150,H5,5.36,0.04
2008-05-29,2008,150,G5,5.14,0.14
2008-05-29,2008,150,F4,3.97,0.05
2008-05-29,2008,150,F5,3.89,0.2
2008-05-29,2008,150,E5,4.96,0.07
2008-05-29,2008,150,E4,4.05,0.05
2008-05-29,2008,150,E2,3.68,0.04
2008-05-29,2008,150,F3,5.28,0.21
2008-05-29,2008,150,D1,3.69,0.07
2008-05-29,2008,150,C1,4.36,0.12
2008-05-29,2008,150,A1,4.24,0.18
2008-05-29,2008,150,B1,4.31,0.23
2008-05-29,2008,150,D2,4.24,0.03
2008-05-29,2008,150,C2,4.23,0.39
2008-05-29,2008,150,B2,4.04,0.14
2008-05-29,2008,150,A2,4.32,0.11
2008-05-29,2008,150,A3,3.87,0.19
2008-05-29,2008,150,B3,4.5,0.22
2008-05-29,2008,150,C4,4.33,0.05
2008-05-29,2008,150,D4,3.85,0.13
2008-05-29,2008,150,D5,3.63,0.12
2008-05-29,2008,150,C5,5.16,0.25
2008-05-29,2008,150,D3,3.74,0.16
2008-05-29,2008,150,C3,4.45,0.08
2008-06-25,2008,177,A2,5.17,0.13
2008-06-25,2008,177,B2,4.77,0.13
2008-06-25,2008,177,C3,5.17,0.08
2008-06-25,2008,177,D3,4.33,0.1
2008-06-25,2008,177,D2,4.88,0.05
2008-06-25,2008,177,C2,4.8,0.09
2008-06-25,2008,177,D1,4.28,0.09
2008-06-25,2008,177,C1,5.18,0.16
2008-06-25,2008,177,B1,5.3,0.28
2008-06-25,2008,177,E1,4.71,0.14
2008-06-25,2008,177,A1,4.83,0.16
2008-06-25,2008,177,H1,6.32,0.36
2008-06-25,2008,177,F1,4.87,0.37
2008-06-25,2008,177,G1,4.29,0.11
2008-06-25,2008,177,H2,5.57,0.07
2008-06-25,2008,177,G2,6.19,0.05
2008-06-25,2008,177,F2,5.06,0.08
2008-06-25,2008,177,F3,5.96,0.18
2008-06-25,2008,177,F4,4.7,0.05
2008-06-25,2008,177,G5,5.7,0.09
2008-06-25,2008,177,H5,6.12,0.03
2008-06-25,2008,177,E5,5.53,0.1
2008-06-25,2008,177,F5,4.85,0.24
2008-06-25,2008,177,E4,4.63,0.09
2008-06-25,2008,177,E3,4.04,0.05
2008-06-25,2008,177,E2,4.38,0.06
2008-06-25,2008,177,A3,4.39,0.15
2008-06-25,2008,177,B3,5.05,0.12
2008-06-25,2008,177,C4,4.84,0.04
2008-06-25,2008,177,D4,4.72,0.19
2008-06-25,2008,177,D5,4.2,0.06
2008-06-25,2008,177,C5,5.27,0.2
2008-06-25,2008,177,B4,4.72,0.21
2008-07-14,2008,196,A2,5.2,0.2
2008-07-14,2008,196,B2,4.81,0.17
2008-07-14,2008,196,C3,5.31,0.08
2008-07-14,2008,196,D3,4.51,0.12
2008-07-14,2008,196,D2,4.9,0.04
2008-07-14,2008,196,C2,5.08,0.08
2008-07-14,2008,196,D1,4.46,0.1
2008-07-14,2008,196,C1,5.13,0.12
2008-07-14,2008,196,B1,5.2,0.24
2008-07-14,2008,196,A1,4.98,0.2
2008-07-14,2008,196,PAR,5.34,0.13
2008-07-14,2008,196,E1,4.82,0.16
2008-07-14,2008,196,H1,6.48,0.4
2008-07-14,2008,196,F1,4.86,0.39
2008-07-14,2008,196,G1,4.5,0.14
2008-07-14,2008,196,H2,5.66,0.05
2008-07-14,2008,196,G2,6.35,0.08
2008-07-14,2008,196,F2,5.38,0.08
2008-07-14,2008,196,F3,6.15,0.21
2008-07-14,2008,196,F4,4.9,0.05
2008-07-14,2008,196,F5,4.95,0.28
2008-07-14,2008,196,G5,5.78,0.13
2008-07-14,2008,196,H5,6.1,0.07
2008-07-14,2008,196,E5,5.5,0.13
2008-07-14,2008,196,E4,4.8,0.04
2008-07-14,2008,196,E3,4.32,0.05
2008-07-14,2008,196,E2,4.62,0.05
2008-07-14,2008,196,D4,4.9,0.19
2008-07-14,2008,196,D5,4.32,0.14
2008-07-14,2008,196,C5,5.49,0.19
2008-07-14,2008,196,B4,5.06,0.25
2008-07-14,2008,196,B3,5.29,0.04
2008-07-14,2008,196,A3,4.41,0.17
2008-07-14,2008,196,C4,5.22,0.05
2008-08-07,2008,220,A2,5.02,0.1
2008-08-07,2008,220,B2,4.6,0.11
2008-08-07,2008,220,C3,5.24,0.05
2008-08-07,2008,220,D3,4.16,0.08
2008-08-07,2008,220,C2,4.52,0.11
2008-08-07,2008,220,D2,4.68,0.08
2008-08-07,2008,220,D1,4.45,0.09
2008-08-07,2008,220,C1,4.81,0.14
2008-08-07,2008,220,B1,5.16,0.27
2008-08-07,2008,220,A1,4.67,0.23
2008-08-07,2008,220,PAR,5.14,0.1
2008-08-07,2008,220,E1,4.59,0.24
2008-08-07,2008,220,H1,6.04,0.37
2008-08-07,2008,220,F1,4.93,0.37
2008-08-07,2008,220,G1,4.16,0.15
2008-08-07,2008,220,H2,5.48,0.07
2008-08-07,2008,220,G2,5.98,0.08
2008-08-07,2008,220,F2,5.13,0.1
2008-08-07,2008,220,F3,5.83,0.19
2008-08-07,2008,220,F4,4.59,0.07
2008-08-07,2008,220,F5,5.01,0.3
2008-08-07,2008,220,G5,5.72,0.14
2008-08-07,2008,220,H5,5.85,0.05
2008-08-07,2008,220,E5,5.33,0.11
2008-08-07,2008,220,E4,4.53,0.05
2008-08-07,2008,220,E3,3.96,0.08
2008-08-07,2008,220,E2,4.2,0.06
2008-08-07,2008,220,C4,4.99,0.05
2008-08-07,2008,220,D4,4.76,0.2
2008-08-07,2008,220,D5,4.22,0.14
2008-08-07,2008,220,C5,5.4,0.33
2008-08-07,2008,220,B4,4.62,0.25
2008-08-07,2008,220,B3,5.01,0.14
2008-08-07,2008,220,A3,4.06,0.18
2008-09-08,2008,252,A2,5.08,0.07
2008-09-08,2008,252,B2,4.64,0.11
2008-09-08,2008,252,D3,4.2,0.07
2008-09-08,2008,252,C3,5,0.08
2008-09-08,2008,252,B3,4.92,0.08
2008-09-08,2008,252,A3,4.29,0.14
2008-09-08,2008,252,C4,5.03,0.06
2008-09-08,2008,252,D4,4.55,0.18
2008-09-08,2008,252,D5,4.05,0.16
2008-09-08,2008,252,C5,5.11,0.13
2008-09-08,2008,252,B4,4.7,0.21
2008-09-08,2008,252,D2,4.62,0.07
2008-09-08,2008,252,C2,4.53,0.1
2008-09-08,2008,252,D1,4.2,0.08
2008-09-08,2008,252,C1,4.85,0.15
2008-09-08,2008,252,B1,4.85,0.26
2008-09-08,2008,252,A1,4.55,0.17
2008-09-08,2008,252,PAR,5.11,0.11
2008-09-08,2008,252,E1,4.55,0.19
2008-09-08,2008,252,H1,6.17,0.39
2008-09-08,2008,252,F1,4.97,0.35
2008-09-08,2008,252,G1,4.4,0.13
2008-09-08,2008,252,H2,5.47,0.06
2008-09-08,2008,252,G2,5.94,0.05
2008-09-08,2008,252,F2,4.97,0.04
2008-09-08,2008,252,F3,5.96,0.18
2008-09-08,2008,252,F4,4.68,0.06
2008-09-08,2008,252,F5,4.71,0.26
2008-09-08,2008,252,G5,5.75,0.07
2008-09-08,2008,252,H5,5.96,0.03
2008-09-08,2008,252,E5,5.68,0.18
2008-09-08,2008,252,E4,4.58,0.04
2008-09-08,2008,252,E3,3.97,0.06
2008-09-08,2008,252,E2,4.29,0.03
2008-10-02,2008,276,D1,3.85,0.05
2008-10-02,2008,276,C1,4.24,0.11
2008-10-02,2008,276,B1,4.51,0.28
2008-10-02,2008,276,A1,4.07,0.11
2008-10-02,2008,276,PAR,4.53,0.11
2008-10-02,2008,276,E1,4.52,0.2
2008-10-02,2008,276,H1,5.93,0.35
2008-10-02,2008,276,F1,4.68,0.35
2008-10-02,2008,276,G1,4.13,0.13
2008-10-02,2008,276,H2,5.13,0.06
2008-10-02,2008,276,G2,5.51,0.1
2008-10-02,2008,276,F2,4.35,0.08
2008-10-02,2008,276,F3,5.16,0.18
2008-10-02,2008,276,F4,4.51,0.03
2008-10-02,2008,276,F5,4.66,0.28
2008-10-02,2008,276,G5,5.52,0.08
2008-10-02,2008,276,H5,5.61,0.03
2008-10-02,2008,276,E5,5.77,0.19
2008-10-02,2008,276,E4,4.28,0.09
2008-10-02,2008,276,E3,3.67,0.04
2008-10-02,2008,276,E2,3.85,0.04
2008-10-02,2008,276,D2,4.21,0.1
2008-10-02,2008,276,C2,4.03,0.11
2008-10-02,2008,276,B2,3.81,0.23
2008-10-02,2008,276,A2,4.69,0.08
2008-10-02,2008,276,A3,4.01,0.13
2008-10-02,2008,276,B3,4.74,0.26
2008-10-02,2008,276,C3,4.54,0.05
2008-10-02,2008,276,D3,3.79,0.11
2008-10-02,2008,276,C4,4.51,0.03
2008-10-02,2008,276,D4,3.51,0.11
2008-10-02,2008,276,D5,3.73,0.14
2008-10-02,2008,276,C5,4.83,0.14
2008-10-02,2008,276,B4,4.54,0.21
2008-10-15,2008,289,D1,3.21,0.07
2008-10-15,2008,289,C1,3.57,0.08
2008-10-15,2008,289,B1,3.53,0.26
2008-10-15,2008,289,A1,2.9,0.03
2008-10-15,2008,289,PAR,4.11,0.18
2008-10-15,2008,289,E1,3.67,0.2
2008-10-15,2008,289,H1,5.33,0.37
2008-10-15,2008,289,F1,4.02,0.43
2008-10-15,2008,289,G1,3.71,0.1
2008-10-15,2008,289,H2,4.86,0.04
2008-10-15,2008,289,G2,4.48,0.08
2008-10-15,2008,289,F2,3.23,0.03
2008-10-15,2008,289,F3,3.94,0.2
2008-10-15,2008,289,F4,4.15,0.03
2008-10-15,2008,289,F5,3.61,0.28
2008-10-15,2008,289,G5,4.96,0.09
2008-10-15,2008,289,H5,5.07,0.04
2008-10-15,2008,289,E5,5.46,0.19
2008-10-15,2008,289,E4,3.8,0.05
2008-10-15,2008,289,E3,2.85,0.04
2008-10-15,2008,289,E2,2.86,0.05
2008-10-15,2008,289,D2,3.17,0.06
2008-10-15,2008,289,C2,2.94,0.13
2008-10-15,2008,289,B2,2.71,0.03
2008-10-15,2008,289,A2,3.9,0.18
2008-10-15,2008,289,A3,3.02,0.07
2008-10-15,2008,289,B3,3.55,0.01
2008-10-15,2008,289,C3,3.36,0.04
2008-10-15,2008,289,D3,2.9,0.06
2008-10-15,2008,289,C4,4.2,0.04
2008-10-15,2008,289,D4,2.17,0.09
2008-10-15,2008,289,D5,2.74,0.07
2008-10-15,2008,289,C5,3.66,0.17
2008-10-15,2008,289,B4,3.92,0.17
2008-10-27,2008,301,D1,2.53,0.07
2008-10-27,2008,301,C1,2.75,0.03
2008-10-27,2008,301,B1,2.29,0.08
2008-10-27,2008,301,A1,2.04,0.02
2008-10-27,2008,301,PAR,3.12,0.13
2008-10-27,2008,301,E1,2.74,0.15
2008-10-27,2008,301,H1,4.58,0.38
2008-10-27,2008,301,F1,3.5,0.37
2008-10-27,2008,301,G1,3.06,0.11
2008-10-27,2008,301,H2,4.65,0.05
2008-10-27,2008,301,G2,3.95,0.06
2008-10-27,2008,301,F2,2.72,0.02
2008-10-27,2008,301,F3,2.57,0.26
2008-10-27,2008,301,F4,3.37,0.02
2008-10-27,2008,301,F5,2.72,0.24
2008-10-27,2008,301,G5,3.95,0.08
2008-10-27,2008,301,H5,4.29,0.06
2008-10-27,2008,301,E5,4.79,0.16
2008-10-27,2008,301,E4,3.25,0.02
2008-10-27,2008,301,E3,1.9,0.01
2008-10-27,2008,301,E2,1.95,0.01
2008-10-27,2008,301,D2,1.95,0.01
2008-10-27,2008,301,C2,1.95,0.05
2008-10-27,2008,301,B2,2.11,0.14
2008-10-27,2008,301,A2,2.92,0.21
2008-10-27,2008,301,A3,1.99,0.05
2008-10-27,2008,301,B3,2.4,0.05
2008-10-27,2008,301,C3,2.21,0.05
2008-10-27,2008,301,D3,2.08,0.05
2008-10-27,2008,301,C4,3.23,0.05
2008-10-27,2008,301,D4,1.35,0.04
2008-10-27,2008,301,D5,1.71,0.01
2008-10-27,2008,301,C5,2.41,0.15
2008-10-27,2008,301,B4,2.48,0.08
2008-11-03,2008,308,D1,2.3,0.06
2008-11-03,2008,308,C1,2.39,0.03
2008-11-03,2008,308,B1,1.82,0.17
2008-11-03,2008,308,A1,1.68,0.02
2008-11-03,2008,308,PAR,2.63,0.07
2008-11-03,2008,308,E1,2.45,0.12
2008-11-03,2008,308,H1,4.2,0.38
2008-11-03,2008,308,F1,3.19,0.37
2008-11-03,2008,308,G1,2.82,0.14
2008-11-03,2008,308,H2,4.21,0.05
2008-11-03,2008,308,G2,3.75,0.09
2008-11-03,2008,308,F2,2.48,0.05
2008-11-03,2008,308,F3,2.2,0.24
2008-11-03,2008,308,F4,2.93,0.02
2008-11-03,2008,308,F5,2.5,0.25
2008-11-03,2008,308,G5,3.49,0.06
2008-11-03,2008,308,H5,3.89,0.05
2008-11-03,2008,308,E5,4.56,0.17
2008-11-03,2008,308,E4,3.04,0.03
2008-11-03,2008,308,E3,1.7,0.01
2008-11-03,2008,308,E2,1.78,0.04
2008-11-03,2008,308,D2,1.7,0.01
2008-11-03,2008,308,C2,1.7,0.05
2008-11-03,2008,308,B2,1.9,0.12
2008-11-03,2008,308,A2,2.39,0.1
2008-11-03,2008,308,A3,1.78,0.04
2008-11-03,2008,308,B3,2.12,0.05
2008-11-03,2008,308,C3,1.84,0.04
2008-11-03,2008,308,D3,1.87,0.03
2008-11-03,2008,308,C4,2.83,0.07
2008-11-03,2008,308,D4,1.29,0.03
2008-11-03,2008,308,D5,1.6,0.01
2008-11-03,2008,308,C5,2.1,0.13
2008-11-03,2008,308,B4,2.18,0.08
2008-11-21,2008,326,D1,1.55,0.07
2008-11-21,2008,326,C1,1.25,0.03
2008-11-21,2008,326,B1,1.28,0.08
2008-11-21,2008,326,A1,0.98,0.01
2008-11-21,2008,326,PAR,1.08,0.01
2008-11-21,2008,326,E1,1.52,0.15
2008-11-21,2008,326,H1,3.44,0.34
2008-11-21,2008,326,F1,3.29,0.32
2008-11-21,2008,326,G1,3.06,0.13
2008-11-21,2008,326,H2,3.85,0.06
2008-11-21,2008,326,G2,3.57,0.05
2008-11-21,2008,326,F2,1.95,0.03
2008-11-21,2008,326,F3,1.98,0.22
2008-11-21,2008,326,F4,1.88,0.02
2008-11-21,2008,326,F5,1.95,0.24
2008-11-21,2008,326,G5,2.96,0.06
2008-11-21,2008,326,H5,3.51,0.05
2008-11-21,2008,326,E5,3.82,0.14
2008-11-21,2008,326,E4,2.09,0.03
2008-11-21,2008,326,E3,1.18,0.01
2008-11-21,2008,326,E2,1.34,0.02
2008-11-21,2008,326,D2,1.11,0.01
2008-11-21,2008,326,C2,1.21,0.05
2008-11-21,2008,326,B2,1.14,0.06
2008-11-21,2008,326,A2,1.34,0.14
2008-11-21,2008,326,A3,1.01,0.03
2008-11-21,2008,326,B3,1.19,0.06
2008-11-21,2008,326,C3,1.33,0.04
2008-11-21,2008,326,D3,1.05,0.02
2008-11-21,2008,326,C4,1.7,0.05
2008-11-21,2008,326,D4,1.11,0.02
2008-11-21,2008,326,D5,0.93,0.01
2008-11-21,2008,326,C5,1.02,0.03
2008-11-21,2008,326,B4,1.07,0.01
2009-04-09,2009,99,D1,1.19,0.05
2009-04-09,2009,99,C1,1.13,0.02
2009-04-09,2009,99,B1,1.16,0.03
2009-04-09,2009,99,A1,0.91,0.01
2009-04-09,2009,99,PAR,1.05,0
2009-04-09,2009,99,E1,1.45,0.1
2009-04-09,2009,99,H1,3.35,0.28
2009-04-09,2009,99,F1,3.1,0.28
2009-04-09,2009,99,G1,2.71,0.12
2009-04-09,2009,99,H2,3.6,0.04
2009-04-09,2009,99,G2,3.63,0.08
2009-04-09,2009,99,F2,1.73,0.04
2009-04-09,2009,99,F3,1.9,0.18
2009-04-09,2009,99,F4,1.76,0.02
2009-04-09,2009,99,F5,1.65,0.2
2009-04-09,2009,99,G5,2.72,0.13
2009-04-09,2009,99,H5,3.21,0.05
2009-04-09,2009,99,E5,3.38,0.09
2009-04-09,2009,99,E4,1.93,0.02
2009-04-09,2009,99,E3,0.99,0.01
2009-04-09,2009,99,E2,1.23,0.02
2009-04-09,2009,99,D2,0.9,0.01
2009-04-09,2009,99,C2,1.06,0.06
2009-04-09,2009,99,B2,0.97,0.11
2009-04-09,2009,99,A2,1.11,0.08
2009-04-09,2009,99,A3,0.87,0.03
2009-04-09,2009,99,B3,0.93,0.02
2009-04-09,2009,99,C3,1.18,0.03
2009-04-09,2009,99,D3,0.9,0.01
2009-04-09,2009,99,C4,1.59,0.04
2009-04-09,2009,99,D4,0.87,0.03
2009-04-09,2009,99,D5,0.82,0.01
2009-04-09,2009,99,C5,0.89,0.02
2009-04-09,2009,99,B4,0.97,0.02
2009-05-06,2009,126,D1,1.53,0.05
2009-05-06,2009,126,C1,1.41,0.02
2009-05-06,2009,126,B1,1.41,0.05
2009-05-06,2009,126,A1,1.27,0.04
2009-05-06,2009,126,PAR,1.57,0.02
2009-05-06,2009,126,E1,1.81,0.16
2009-05-06,2009,126,H1,3.16,0.27
2009-05-06,2009,126,F1,2.95,0.3
2009-05-06,2009,126,G1,2.74,0.12
2009-05-06,2009,126,H2,3.65,0.04
2009-05-06,2009,126,G2,3.7,0.07
2009-05-06,2009,126,F2,2.36,0.04
2009-05-06,2009,126,F3,2.23,0.16
2009-05-06,2009,126,F4,1.93,0.02
2009-05-06,2009,126,F5,2.25,0.21
2009-05-06,2009,126,G5,2.8,0.09
2009-05-06,2009,126,H5,3.52,0.04
2009-05-06,2009,126,E5,3.57,0.09
2009-05-06,2009,126,E4,2.26,0.03
2009-05-06,2009,126,E3,1.5,0.03
2009-05-06,2009,126,E2,1.54,0.02
2009-05-06,2009,126,D2,1.33,0
2009-05-06,2009,126,C2,1.37,0.05
2009-05-06,2009,126,B2,1.47,0.07
2009-05-06,2009,126,A2,1.43,0.05
2009-05-06,2009,126,A3,1.4,0.06
2009-05-06,2009,126,B3,1.37,0.02
2009-05-06,2009,126,C3,1.66,0.04
2009-05-06,2009,126,D3,1.36,0.02
2009-05-06,2009,126,C4,1.85,0.07
2009-05-06,2009,126,D4,1.2,0.02
2009-05-06,2009,126,D5,1.21,0.03
2009-05-06,2009,126,C5,1.5,0.04
2009-05-06,2009,126,B4,1.55,0.03
2009-05-14,2009,134,D1,1.9,0.04
2009-05-14,2009,134,C1,2.04,0.05
2009-05-14,2009,134,B1,1.88,0.1
2009-05-14,2009,134,A1,1.97,0.09
2009-05-14,2009,134,PAR,2.64,0.11
2009-05-14,2009,134,E1,2.23,0.16
2009-05-14,2009,134,H1,3.8,0.27
2009-05-14,2009,134,F1,3.26,0.31
2009-05-14,2009,134,G1,3.18,0.07
2009-05-14,2009,134,H2,3.88,0.04
2009-05-14,2009,134,G2,4.39,0.05
2009-05-14,2009,134,F2,3.11,0.08
2009-05-14,2009,134,F3,3.14,0.15
2009-05-14,2009,134,F4,2.36,0.03
2009-05-14,2009,134,F5,2.68,0.21
2009-05-14,2009,134,G5,3.21,0.07
2009-05-14,2009,134,H5,3.87,0.04
2009-05-14,2009,134,E5,3.91,0.06
2009-05-14,2009,134,E4,2.52,0.04
2009-05-14,2009,134,E3,2.1,0.06
2009-05-14,2009,134,E2,2.08,0.04
2009-05-14,2009,134,D2,1.88,0.01
2009-05-14,2009,134,C2,1.82,0.1
2009-05-14,2009,134,B2,2,0.13
2009-05-14,2009,134,A2,2.02,0.1
2009-05-14,2009,134,A3,1.92,0.09
2009-05-14,2009,134,B3,1.77,0.02
2009-05-14,2009,134,C3,2.32,0.05
2009-05-14,2009,134,D3,1.89,0.06
2009-05-14,2009,134,C4,2.45,0.05
2009-05-14,2009,134,D4,1.58,0.04
2009-05-14,2009,134,D5,1.67,0.07
2009-05-14,2009,134,C5,2.52,0.09
2009-05-14,2009,134,B4,2.36,0.09
2009-05-20,2009,140,D1,2.91,0.05
2009-05-20,2009,140,C1,3.05,0.07
2009-05-20,2009,140,B1,2.98,0.11
2009-05-20,2009,140,A1,3.05,0.13
2009-05-20,2009,140,PAR,3.52,0.1
2009-05-20,2009,140,E1,2.88,0.17
2009-05-20,2009,140,H1,4.58,0.24
2009-05-20,2009,140,F1,3.85,0.29
2009-05-20,2009,140,G1,3.59,0.07
2009-05-20,2009,140,H2,4.65,0.05
2009-05-20,2009,140,G2,5.11,0.05
2009-05-20,2009,140,F2,3.96,0.09
2009-05-20,2009,140,F3,4.11,0.12
2009-05-20,2009,140,F4,3.31,0.03
2009-05-20,2009,140,F5,3.32,0.16
